Median_Household_Income_2018,PCTPOVALL_2018,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,Obesity_prevalence,diabetes_prevalence,COPD_prevalence,Heart disease_number
52269.0,18.1,25.0,37.7,28.2,9.5,6.9,5.4
76373.0,10.7,25.2,39.4,30.1,9.8,6.3,6.4
44457.0,18.3,42.8,14.2,39.8,16.4,11.1,9.7
50412.0,13.2,34.0,12.6,34.0,13.5,10.5,9.2
43263.0,22.8,23.6,35.0,37.8,13.4,8.0,6.9
77760.0,8.1,21.7,47.9,26.1,9.3,6.7,6.7
47942.0,16.7,38.3,22.5,40.0,14.0,11.8,9.8
42532.0,17.7,44.8,14.9,37.2,16.0,12.8,10.5
46629.0,15.3,40.8,16.3,40.1,15.0,13.0,10.0
46715.0,16.3,27.7,31.6,31.0,10.4,6.7,7.4
47357.0,12.7,36.0,19.3,38.9,12.7,9.6,9.0
52069.0,12.7,31.4,28.1,35.6,10.3,6.8,7.0
48794.0,16.6,30.1,24.5,29.0,10.9,7.8,7.1
49210.0,14.7,33.8,21.7,36.5,15.0,10.5,10.9
49712.0,12.9,35.3,20.1,31.6,11.3,6.8,8.2
46512.0,15.0,41.1,17.4,38.6,13.9,9.9,9.8
58643.0,15.5,34.5,19.6,33.9,12.9,8.9,7.7
61927.0,9.1,27.7,22.6,34.4,9.6,6.3,6.0
49640.0,20.1,25.5,32.1,36.6,15.9,8.4,8.1
50530.0,13.9,39.7,16.7,36.2,12.6,8.6,9.5
48489.0,21.2,20.3,41.6,29.2,9.6,7.6,6.9
39123.0,25.2,36.6,15.6,38.6,15.1,8.8,9.2
60312.0,10.3,38.3,19.0,34.6,11.0,7.5,8.2
37731.0,27.4,38.9,12.1,40.2,15.7,11.7,9.9
43584.0,18.0,47.1,14.6,37.2,15.3,10.9,9.9
42603.0,17.3,43.4,13.5,39.4,15.0,13.0,10.6
73703.0,9.3,21.4,41.3,31.9,12.8,8.2,8.7
63790.0,7.8,28.9,24.9,36.4,11.9,7.6,7.7
56556.0,13.4,38.8,15.3,40.6,12.7,8.7,8.2
79658.0,8.6,25.6,32.6,32.6,10.1,6.5,5.6
58356.0,10.9,39.5,18.6,34.6,13.5,9.2,9.5
44388.0,14.3,42.2,20.6,34.2,12.1,7.6,9.1
40203.0,19.9,35.4,14.9,37.6,15.8,11.1,10.3
44638.0,19.3,41.1,15.1,38.7,12.9,10.2,9.0
41929.0,19.7,40.8,14.2,36.9,15.4,12.2,10.8
50185.0,13.8,31.8,25.2,35.1,11.9,7.5,8.7
35069.0,26.3,38.9,13.6,35.1,15.4,10.7,9.1
44366.0,15.1,42.4,15.3,36.2,15.4,12.6,10.5
65771.0,7.5,22.3,21.0,36.2,11.1,7.5,7.0
54376.0,11.7,32.9,27.6,31.7,11.3,8.9,8.4
39735.0,18.7,29.5,16.7,35.3,16.5,13.1,12.4
32691.0,39.6,48.7,12.8,38.6,16.1,10.7,9.2
47906.0,13.4,33.3,21.7,38.4,12.2,8.1,8.9
57328.0,14.0,36.4,23.0,35.1,9.1,6.7,6.9
53337.0,11.2,21.5,38.9,23.8,10.3,6.9,7.6
60010.0,8.5,40.0,18.1,32.4,12.7,9.8,8.0
29631.0,36.3,30.5,19.1,46.2,20.1,10.7,9.7
66101.0,10.0,26.1,35.0,32.1,11.8,6.7,8.3
42162.0,21.9,35.9,16.6,37.2,14.2,9.9,9.3
39192.0,15.1,31.3,24.9,34.4,12.4,8.0,9.3
53028.0,12.3,33.8,18.3,32.7,11.4,9.3,8.4
63929.0,9.7,34.5,23.9,36.5,13.8,9.2,9.3
40691.0,17.3,49.5,13.3,43.8,15.6,13.9,11.2
54438.0,10.0,38.1,23.9,33.5,11.7,6.8,8.4
58170.0,8.8,36.3,18.1,27.6,10.4,7.1,7.0
55512.0,11.0,39.9,19.3,36.5,11.2,8.1,8.5
68236.0,7.6,30.0,28.7,31.7,13.1,9.3,9.6
57036.0,12.6,25.0,30.0,34.1,11.9,6.5,6.8
60383.0,15.5,24.8,39.3,30.2,11.3,6.9,6.0
41214.0,18.0,41.5,15.4,39.5,15.2,10.5,9.9
55879.0,10.1,37.7,21.6,31.2,10.4,7.3,7.8
41295.0,14.5,37.3,17.4,35.5,13.7,8.6,10.7
58817.0,10.7,28.6,12.2,40.3,14.2,8.6,8.4
58648.0,10.4,42.8,19.1,34.5,10.4,7.4,8.1
101463.0,7.8,17.6,41.7,23.1,9.8,5.2,5.4
52651.0,16.6,40.2,16.6,37.5,13.2,10.3,8.6
44624.0,17.3,39.5,14.6,39.8,15.0,13.2,10.5
45161.0,14.1,48.1,13.6,34.7,14.1,11.5,9.3
66597.0,8.2,32.2,22.5,33.9,9.9,8.0,7.0
50893.0,15.2,26.3,32.8,32.3,10.1,7.1,6.9
80078.0,6.7,19.0,51.0,21.6,6.8,4.8,4.8
30116.0,31.0,27.5,17.6,43.2,21.2,8.1,10.6
45510.0,15.2,33.1,22.5,32.5,12.4,9.9,9.3
48182.0,13.9,44.5,11.4,39.4,16.0,13.4,11.2
49776.0,14.0,28.1,20.5,31.4,12.7,8.4,8.9
34894.0,24.6,43.9,10.0,39.7,17.6,15.8,12.0
48258.0,13.7,36.4,18.6,35.9,15.1,8.9,9.5
52388.0,12.1,37.7,18.8,33.6,14.2,11.8,10.1
46912.0,19.9,29.7,21.7,36.1,17.2,10.8,12.0
55134.0,14.8,40.7,19.8,34.9,11.5,8.1,7.9
54491.0,10.6,29.5,31.0,34.8,12.0,9.6,9.1
49055.0,13.8,36.0,18.7,38.0,14.8,10.3,9.4
78112.0,9.2,34.0,19.2,33.2,8.4,6.8,5.8
0.0,0.0,27.5,24.6,28.2,15.3,8.3,11.5
58384.0,9.0,39.3,17.8,35.2,11.2,9.1,8.3
41517.0,15.7,36.3,13.1,36.6,13.8,10.9,10.0
86619.0,6.8,28.0,34.6,31.5,10.0,6.3,5.9
68943.0,7.0,28.8,32.7,33.7,9.5,6.9,6.0
47405.0,12.4,36.2,22.3,36.6,13.3,8.9,9.0
65468.0,11.0,27.7,27.9,35.9,12.1,6.7,6.2
52683.0,10.2,29.5,19.6,34.3,11.5,7.0,7.5
75646.0,12.6,17.9,33.8,25.3,9.6,5.7,5.9
50301.0,15.3,48.2,10.1,41.7,14.7,12.0,10.3
35087.0,20.4,39.7,9.8,32.9,16.5,9.9,10.8
57337.0,10.8,35.8,21.8,33.9,12.8,9.3,7.7
48448.0,14.3,41.0,15.8,34.7,12.7,9.3,9.7
66270.0,7.9,35.8,26.9,32.0,11.1,7.7,7.3
66145.0,9.1,34.8,26.2,33.8,11.5,8.7,7.5
49321.0,11.1,29.1,21.4,36.4,12.5,8.4,9.3
73584.0,6.8,30.3,23.0,39.2,9.3,4.9,4.6
35317.0,26.5,42.6,12.2,41.3,17.0,15.4,11.7
48323.0,17.3,40.1,17.1,32.8,13.6,9.1,7.8
47252.0,14.6,36.6,15.9,36.8,12.4,8.5,8.4
57785.0,10.4,33.6,27.3,36.2,8.9,6.2,6.4
43115.0,19.4,29.8,16.6,36.7,14.6,9.9,10.0
93345.0,4.2,23.4,35.4,33.5,8.4,5.5,4.8
46345.0,15.4,38.4,18.5,32.5,12.9,10.0,9.2
70224.0,7.7,24.3,44.2,25.6,10.1,6.6,7.2
50830.0,18.2,38.0,16.3,41.9,15.3,8.6,7.7
68126.0,9.0,29.7,24.1,36.5,11.7,7.0,6.4
57257.0,12.5,37.4,17.2,38.5,14.1,8.7,8.0
37755.0,19.9,42.2,10.9,40.0,14.5,12.4,10.4
49200.0,12.9,40.2,17.8,34.8,11.4,8.1,8.7
38613.0,17.1,40.7,14.9,41.2,15.8,13.2,12.8
38173.0,24.8,44.2,14.4,39.8,13.9,11.6,9.5
44645.0,18.7,32.5,27.3,33.7,12.8,8.3,8.9
37624.0,23.3,41.6,16.0,41.3,18.1,11.1,10.9
46986.0,12.5,33.8,18.2,37.9,13.0,9.0,9.6
46101.0,12.9,34.6,23.0,36.9,13.1,8.6,9.2
59087.0,8.8,41.5,17.9,36.8,11.0,7.6,8.2
78192.0,7.1,30.4,31.7,35.9,8.9,5.7,5.9
59329.0,13.5,17.3,47.5,30.2,10.7,6.0,5.8
61118.0,9.6,34.6,22.3,36.1,12.3,9.4,8.2
55796.0,14.1,25.5,31.2,31.9,12.0,7.4,7.5
50157.0,20.2,29.9,15.3,34.0,11.5,7.6,7.3
40468.0,17.8,34.5,18.2,32.6,15.2,10.6,10.9
43483.0,17.4,31.5,16.9,38.2,14.9,9.5,9.4
38777.0,21.4,32.4,20.2,29.2,14.3,7.4,8.7
40650.0,28.5,30.1,15.8,32.5,15.2,11.4,10.6
40285.0,20.9,40.1,13.7,39.7,16.6,9.8,8.8
75740.0,9.4,16.6,47.7,33.6,10.8,6.0,5.8
48390.0,13.7,37.4,20.9,33.5,12.3,7.8,8.6
51835.0,12.8,33.7,14.2,36.7,12.6,8.1,8.2
41713.0,20.0,32.9,11.2,36.3,14.1,11.9,10.6
55965.0,12.1,33.0,21.2,36.3,11.1,7.3,8.2
48792.0,18.1,49.1,10.3,38.6,16.7,12.5,12.4
41186.0,21.1,33.6,17.7,39.2,16.1,10.7,10.7
33393.0,37.2,39.3,9.4,42.5,19.3,11.4,10.0
43983.0,20.1,37.3,12.3,35.1,12.9,9.5,7.7
58258.0,18.1,30.0,44.7,27.1,8.5,5.9,5.6
48778.0,13.4,35.5,16.6,36.0,12.8,8.6,9.6
46420.0,15.4,48.4,12.5,36.7,13.8,12.0,10.0
37860.0,22.7,39.7,20.0,38.4,16.9,14.3,11.1
51829.0,14.9,33.7,18.7,33.9,12.4,9.5,8.2
55679.0,12.6,38.8,25.5,31.5,10.2,7.4,7.0
54465.0,9.6,22.9,42.4,34.1,11.8,6.2,8.3
61053.0,12.4,32.8,29.8,33.2,11.0,8.1,6.9
52093.0,13.7,34.1,19.6,35.1,10.9,7.7,7.9
59528.0,11.3,36.3,20.1,37.9,9.8,7.0,7.3
47314.0,13.9,44.4,12.4,34.7,11.9,10.0,8.6
52496.0,10.3,42.8,22.5,31.8,11.8,6.9,9.5
75799.0,4.5,30.3,30.7,31.4,8.8,5.8,6.3
71959.0,13.6,34.1,28.1,31.0,12.3,6.7,6.8
98247.0,5.0,24.6,35.9,23.0,8.1,5.9,5.8
48966.0,18.1,37.1,21.0,31.7,11.3,7.6,8.1
37212.0,25.4,36.6,12.8,45.5,17.4,11.3,10.0
51812.0,12.7,26.1,22.3,35.2,12.4,7.5,7.4
42807.0,22.8,33.3,12.8,41.6,17.1,10.8,9.9
76507.0,7.8,29.9,30.6,30.6,11.0,8.1,6.9
38341.0,20.7,25.5,27.3,31.4,14.5,7.8,9.2
44553.0,16.4,36.2,18.5,37.0,12.4,9.9,8.9
40583.0,16.5,34.4,20.5,33.1,12.8,7.9,10.2
37648.0,18.0,28.7,16.2,34.8,15.8,10.1,10.9
53688.0,12.7,26.6,17.6,35.5,11.2,7.5,7.2
48337.0,15.8,30.8,20.4,35.2,16.1,10.8,10.8
57978.0,12.7,34.8,20.8,30.9,13.5,8.6,7.9
51388.0,13.0,35.7,17.8,34.0,13.1,10.7,8.9
50861.0,16.7,31.0,26.6,32.4,12.2,8.0,9.6
40308.0,17.7,40.4,15.0,36.9,13.7,10.8,10.3
53389.0,11.0,43.2,20.1,35.0,12.2,9.5,8.3
49070.0,13.0,34.7,11.3,34.6,13.9,10.8,9.8
50387.0,12.0,39.8,14.5,39.6,11.7,7.4,8.2
36687.0,20.6,44.3,13.6,38.4,16.5,14.6,11.9
52919.0,12.0,40.0,14.4,36.7,11.4,8.0,8.2
60230.0,11.0,25.1,37.3,25.9,9.4,7.2,6.6
88481.0,4.3,29.2,32.5,32.1,9.1,7.0,6.5
34777.0,23.3,42.9,22.2,29.6,17.3,10.8,12.8
43688.0,16.1,40.5,14.8,35.1,15.6,13.0,11.2
58515.0,11.8,28.7,20.3,29.1,12.1,8.2,8.4
44371.0,21.3,33.9,24.3,41.5,14.1,9.6,8.2
63347.0,13.8,23.3,38.0,30.0,10.8,6.3,6.0
48499.0,17.6,35.9,18.3,34.6,13.0,9.5,8.6
75296.0,9.4,16.3,40.1,28.0,6.6,3.7,4.0
51225.0,14.4,29.9,20.7,35.6,12.2,7.9,7.0
53793.0,12.3,29.3,26.1,27.3,11.7,7.7,8.0
36722.0,26.4,37.3,15.5,37.5,17.7,10.6,10.0
48308.0,17.2,28.7,22.0,33.0,11.5,7.0,7.2
44913.0,15.5,44.2,11.9,37.6,13.5,11.7,8.6
43766.0,22.9,27.3,27.4,36.4,11.1,7.6,6.2
40909.0,22.4,39.9,20.6,40.4,14.5,9.4,9.1
67986.0,14.2,20.7,31.8,26.5,12.0,5.5,5.5
54663.0,11.1,41.9,18.8,36.1,11.4,7.8,8.2
44883.0,14.8,47.5,15.5,33.8,13.7,10.4,9.8
51088.0,13.1,25.0,23.9,36.3,12.7,8.5,7.6
47499.0,14.0,38.8,18.2,35.6,12.0,8.1,9.0
43880.0,15.3,37.5,18.6,39.5,13.1,8.7,9.3
53188.0,11.9,39.0,18.3,36.8,12.3,8.7,9.4
56803.0,10.1,30.0,22.1,41.2,11.1,7.3,7.6
53637.0,14.2,28.8,30.5,33.3,12.3,8.0,9.4
36423.0,23.1,46.4,13.1,40.4,15.5,11.5,10.4
59193.0,10.7,24.9,34.7,35.1,8.9,5.8,6.0
39443.0,21.6,40.9,11.9,38.2,15.8,14.0,11.1
63636.0,10.4,23.9,30.5,25.5,9.8,7.7,6.9
56541.0,11.6,40.7,16.6,37.2,12.1,8.5,8.7
62056.0,10.5,38.4,18.6,33.8,12.2,9.7,8.3
50381.0,14.6,49.2,16.2,33.8,13.3,10.0,9.2
87336.0,8.0,21.1,45.0,27.4,9.5,6.1,5.8
57588.0,9.8,27.6,31.3,29.7,12.0,8.6,7.8
37566.0,24.6,39.2,12.9,40.3,15.6,11.4,10.7
51649.0,11.5,43.2,16.9,37.6,13.9,11.2,8.9
50055.0,15.5,30.3,27.1,29.5,12.1,8.2,9.0
80319.0,8.2,18.8,46.4,27.5,10.0,6.6,6.3
51377.0,16.5,28.2,16.0,37.4,13.0,7.4,7.8
58234.0,9.1,42.0,20.7,35.4,13.9,11.2,9.7
40315.0,16.6,40.0,18.8,33.1,12.5,10.3,9.2
60240.0,14.4,24.0,37.7,31.7,10.4,7.4,6.9
50871.0,15.6,31.2,26.1,34.6,14.1,8.6,7.8
36658.0,22.1,43.0,12.4,40.1,17.6,16.1,12.7
44730.0,15.2,35.8,20.5,33.4,12.8,8.9,9.5
53286.0,11.1,28.2,26.7,35.6,10.6,6.6,7.8
61794.0,8.4,33.6,20.0,33.7,11.2,8.7,7.8
49716.0,17.4,33.0,22.8,36.2,12.6,10.2,9.1
48988.0,16.2,40.4,14.0,42.3,11.9,10.0,8.7
82533.0,16.1,17.2,57.6,24.8,8.1,4.9,4.1
86268.0,5.9,26.2,33.7,32.1,9.3,6.8,6.0
49381.0,18.0,18.8,43.9,30.7,9.8,6.5,5.9
39551.0,18.1,38.5,14.2,41.2,17.1,10.3,9.5
66502.0,9.4,40.2,21.6,34.1,12.2,9.6,7.7
45804.0,18.4,36.2,21.9,34.6,11.0,9.7,8.4
74351.0,7.0,27.8,35.6,27.0,9.8,7.5,6.4
56381.0,13.4,26.2,30.9,35.2,12.6,7.0,7.1
48858.0,18.9,27.6,23.7,36.5,12.5,7.5,7.4
49560.0,12.7,32.7,20.0,35.4,15.7,9.6,11.0
54149.0,10.8,36.3,17.2,37.6,11.0,9.4,8.2
40010.0,18.2,32.6,16.4,38.1,14.1,10.7,9.4
38479.0,20.4,38.0,17.7,39.3,16.5,10.8,10.0
48137.0,14.5,30.1,24.7,30.3,13.5,9.7,10.0
51962.0,13.8,32.1,30.5,33.6,10.6,8.3,7.2
63938.0,10.8,31.1,28.3,34.9,8.3,5.2,5.8
46596.0,16.6,34.3,22.9,36.1,11.4,9.3,7.6
57208.0,9.1,37.7,19.9,34.9,11.0,7.3,7.8
61959.0,7.1,36.4,17.9,35.3,9.9,6.0,7.0
61221.0,8.4,31.1,32.1,32.8,11.3,7.2,8.4
56466.0,10.4,38.5,19.9,35.1,10.4,7.4,7.7
66226.0,8.1,35.8,25.3,32.0,10.9,7.0,7.8
30742.0,31.9,37.9,13.1,40.5,17.2,16.2,12.2
74646.0,6.6,32.3,30.3,36.1,9.2,6.0,6.7
41009.0,17.8,30.1,16.7,35.0,15.7,10.2,11.3
40425.0,25.6,35.8,17.4,38.0,16.2,9.8,9.3
71959.0,12.1,25.5,30.0,34.8,12.7,6.6,6.7
57126.0,13.4,22.6,24.9,35.5,13.5,9.4,9.5
68180.0,13.2,22.3,37.4,32.5,9.4,5.4,5.5
60187.0,12.2,22.9,40.9,23.6,11.5,6.3,7.1
63656.0,8.5,30.7,22.2,36.3,10.5,6.5,6.8
44243.0,16.7,43.3,19.0,31.0,12.0,10.0,9.3
61987.0,10.1,30.7,12.4,36.0,12.7,6.2,6.7
42190.0,20.6,43.8,11.1,38.7,16.5,14.5,11.5
35961.0,30.8,48.4,11.4,37.1,15.7,10.0,9.1
51682.0,9.8,36.3,18.6,33.7,10.6,7.6,7.6
105374.0,6.2,15.0,55.3,19.6,7.8,4.2,4.6
38572.0,19.0,49.3,15.2,39.1,15.6,13.9,11.4
41180.0,16.1,32.5,19.7,34.4,13.5,8.9,9.6
42522.0,18.3,33.7,14.8,34.4,11.7,8.5,8.0
52798.0,14.2,30.8,20.6,33.4,12.4,8.9,8.0
49164.0,15.1,23.5,23.0,32.2,11.7,8.0,8.4
51441.0,15.3,34.7,22.9,31.8,13.8,10.8,9.3
61219.0,8.9,32.6,19.9,31.1,10.8,7.0,7.2
40387.0,18.6,43.0,18.9,31.5,14.9,9.1,10.4
68479.0,9.9,24.8,36.1,35.1,9.1,5.6,5.7
44340.0,16.7,46.4,14.5,35.6,12.3,10.3,8.4
96057.0,5.1,26.0,42.8,29.3,9.6,6.5,6.6
63073.0,14.3,29.8,32.2,30.1,11.2,8.2,7.3
29521.0,33.4,34.7,10.8,46.2,19.7,18.2,13.6
51386.0,17.5,25.8,24.7,28.5,12.7,8.5,8.2
57409.0,12.2,33.0,19.5,31.2,11.9,8.9,7.4
46300.0,15.7,34.9,17.5,38.7,15.5,10.0,9.3
70162.0,6.3,31.4,28.1,30.9,8.7,5.7,6.1
41874.0,18.3,46.6,8.2,33.9,14.7,12.3,9.7
51723.0,10.4,35.1,30.3,31.4,10.2,7.8,7.1
43050.0,16.9,46.5,12.4,40.0,15.8,14.2,11.3
32355.0,30.2,38.9,13.3,43.0,19.2,15.1,12.2
77598.0,9.3,22.3,34.7,34.0,10.7,6.4,6.5
42457.0,18.8,40.9,14.5,38.7,14.3,11.8,10.2
42700.0,20.0,32.6,15.9,39.9,17.1,9.4,10.1
69975.0,8.0,29.2,34.5,38.6,9.9,6.6,6.3
36592.0,20.3,41.3,11.1,35.9,14.6,12.7,11.0
33160.0,32.1,29.5,10.4,44.2,20.0,8.2,9.7
35433.0,23.5,38.0,13.4,42.6,19.4,11.0,10.6
57052.0,12.1,27.8,19.7,36.4,13.1,7.7,8.0
43074.0,19.5,40.1,14.8,38.8,15.7,11.5,11.0
56312.0,9.4,35.9,21.4,34.4,11.6,7.8,8.7
72873.0,11.9,34.3,16.3,31.0,10.9,8.2,7.3
41829.0,18.4,44.1,10.6,37.4,15.2,13.3,10.6
33908.0,25.5,34.3,9.1,38.4,22.2,14.0,13.2
75022.0,8.7,27.5,26.4,32.1,10.8,5.9,6.1
51487.0,12.4,42.5,18.4,31.9,13.2,10.5,8.7
53745.0,16.1,37.6,18.6,37.3,10.8,9.5,7.9
45086.0,18.4,30.1,15.8,30.0,13.5,9.7,9.2
37545.0,26.1,38.6,11.6,41.8,16.3,12.1,11.2
47865.0,18.7,29.7,26.3,37.3,12.6,9.5,8.1
48418.0,15.8,43.4,21.4,34.4,12.4,9.2,8.7
38097.0,28.6,31.8,13.4,40.1,16.9,9.5,9.3
38525.0,19.3,39.3,14.7,35.6,14.5,11.7,10.4
61162.0,11.1,24.7,34.2,32.3,11.3,6.8,6.7
39480.0,23.9,38.6,13.2,34.5,14.7,9.6,7.9
52292.0,10.2,37.4,20.5,38.0,10.9,7.3,7.9
61413.0,9.5,34.4,17.6,33.2,11.8,8.1,6.7
54088.0,12.9,33.0,16.1,36.3,13.6,7.9,8.4
44978.0,16.8,42.5,15.5,35.9,14.0,11.5,10.0
67054.0,11.8,26.3,33.5,30.8,11.7,7.9,7.5
48580.0,12.6,37.7,21.8,31.5,14.5,11.1,10.2
46259.0,20.0,29.4,16.1,38.1,15.2,9.2,9.0
42021.0,24.7,25.2,20.0,45.1,18.3,10.6,10.3
35103.0,26.2,40.6,13.5,40.9,16.7,12.1,10.2
53778.0,10.3,29.3,25.1,32.1,10.9,6.4,8.2
40987.0,26.6,28.1,11.9,38.8,15.0,8.1,8.9
44424.0,17.6,43.2,11.1,34.9,17.3,11.8,10.4
53135.0,10.6,37.8,22.7,37.0,13.5,9.6,8.9
52154.0,11.2,32.9,27.1,32.4,10.8,8.7,8.3
99497.0,5.7,19.6,51.1,26.8,9.4,5.8,5.8
42307.0,21.6,43.3,7.4,37.6,15.0,12.8,10.6
53917.0,15.8,28.5,16.2,34.6,12.4,8.8,7.8
57436.0,11.1,43.5,18.1,33.9,12.5,10.0,8.0
71961.0,8.8,30.5,38.3,28.9,10.6,6.4,6.2
51210.0,11.0,40.1,14.6,36.3,11.8,8.3,8.9
35596.0,23.0,40.2,12.9,39.5,16.3,14.5,11.4
65849.0,8.8,39.3,21.5,32.9,10.6,7.3,7.6
42186.0,16.8,42.2,14.2,32.4,13.7,12.0,10.4
71207.0,10.9,35.9,20.5,33.6,12.7,6.9,7.4
42099.0,19.7,35.0,15.4,35.4,16.5,9.9,9.0
28146.0,38.2,34.2,9.5,42.9,18.0,17.0,12.2
84048.0,5.0,25.9,34.8,31.8,8.9,7.5,6.9
47662.0,15.9,36.6,14.0,30.0,12.2,9.8,8.2
51805.0,12.7,32.8,20.5,35.8,12.3,8.0,8.3
51740.0,14.6,31.3,21.4,35.2,13.8,9.1,8.0
42439.0,19.2,41.6,16.0,42.2,16.2,13.7,11.0
36042.0,21.1,35.8,11.3,38.5,19.5,11.8,11.3
57705.0,15.8,33.2,12.0,28.7,10.2,7.4,6.7
45342.0,14.7,40.7,11.9,35.8,14.2,11.4,10.6
42053.0,14.1,39.0,12.0,33.9,13.5,12.5,10.0
60315.0,12.9,20.3,37.8,25.4,7.1,4.5,4.4
59529.0,13.1,33.1,21.7,40.4,15.7,10.3,9.3
57092.0,8.8,40.7,17.2,37.5,13.0,10.2,8.5
37288.0,17.9,40.2,15.3,35.2,14.6,12.3,10.8
45174.0,19.6,42.5,12.6,37.9,16.4,10.6,9.2
49498.0,17.5,35.6,14.6,39.8,15.5,9.6,9.6
43151.0,17.4,42.0,10.8,40.7,16.0,14.1,11.3
41978.0,15.3,49.3,12.2,37.0,14.1,10.9,9.6
71920.0,12.4,14.8,57.6,25.0,8.9,5.6,5.6
41770.0,13.9,47.4,15.9,33.9,14.2,10.6,10.3
47993.0,16.5,31.6,21.0,34.9,16.1,9.9,9.1
50300.0,10.7,48.0,16.9,36.2,13.2,10.7,8.5
89513.0,8.5,29.1,21.5,37.2,11.3,7.0,6.7
39498.0,21.0,32.5,16.6,41.2,18.2,10.8,10.2
44442.0,20.0,44.9,12.2,40.0,16.0,14.6,11.5
63633.0,7.4,34.5,21.9,38.0,10.4,6.1,7.5
42913.0,21.0,31.4,25.0,38.0,14.2,10.2,9.4
66209.0,8.7,26.7,32.6,30.3,8.4,4.8,5.8
47319.0,12.3,29.6,34.0,30.4,11.6,8.1,7.8
50610.0,15.1,28.7,20.8,39.1,13.7,8.4,8.2
120950.0,6.3,8.1,74.6,20.1,6.8,3.5,3.8
42154.0,19.7,43.6,12.9,39.4,15.6,13.2,10.6
47504.0,17.2,23.1,16.7,28.1,10.9,7.1,6.5
103536.0,4.1,18.8,54.4,32.7,9.4,5.9,5.6
50278.0,15.7,36.4,18.4,31.7,11.0,6.7,8.5
51963.0,11.4,41.5,18.1,34.3,12.1,9.4,8.9
39202.0,19.1,39.4,16.8,36.8,15.8,13.3,11.1
51292.0,11.4,33.9,24.2,35.4,11.9,10.1,9.2
67372.0,9.4,22.3,34.2,27.4,10.2,7.2,7.2
48450.0,20.0,32.7,28.1,32.4,11.7,7.5,6.9
84093.0,5.7,25.1,38.1,33.7,11.7,8.5,7.9
52959.0,10.9,35.0,20.4,33.6,10.2,8.1,7.2
55864.0,13.0,28.4,30.9,34.9,11.7,7.8,6.7
90858.0,5.2,33.0,28.4,33.3,10.9,7.0,6.6
55881.0,14.4,22.0,38.1,30.6,9.7,7.5,6.5
44946.0,14.0,30.5,16.6,34.2,13.3,10.5,9.5
53381.0,11.5,32.0,18.3,33.4,11.8,7.4,7.1
46490.0,14.5,34.5,23.2,36.0,13.6,9.3,10.3
30490.0,33.2,25.0,10.3,42.6,19.4,7.9,9.1
43573.0,12.9,46.4,14.5,38.2,15.6,13.5,10.9
57249.0,11.0,23.7,15.4,30.5,12.3,7.1,7.1
51656.0,16.1,32.4,13.0,36.8,11.7,6.6,6.6
50553.0,11.9,33.2,21.4,37.9,13.0,8.5,9.0
76255.0,12.0,16.8,48.6,27.9,8.6,4.6,5.1
48989.0,13.0,42.7,16.2,36.1,13.7,10.1,9.1
42291.0,21.2,38.9,17.3,37.1,12.2,7.7,7.7
44751.0,17.2,42.8,13.3,36.6,15.1,12.9,10.5
46967.0,17.2,41.4,13.5,33.6,16.9,10.9,9.9
54663.0,12.9,34.9,17.6,38.0,16.6,9.7,9.3
48883.0,21.4,21.9,45.6,27.1,9.2,7.1,5.8
48799.0,15.0,45.4,19.1,35.2,12.6,9.5,8.9
45796.0,14.5,35.6,13.7,33.4,13.7,10.8,9.2
72970.0,7.5,31.1,28.3,33.4,12.9,6.6,5.8
47840.0,14.7,33.6,27.1,32.9,10.9,8.7,8.1
42542.0,16.8,36.6,13.8,38.6,14.0,9.7,8.5
53864.0,12.5,39.2,18.6,42.0,13.3,8.7,8.4
69001.0,8.0,24.3,42.8,25.0,10.5,7.3,8.2
51859.0,14.2,48.5,13.8,36.8,13.9,11.9,9.6
70938.0,9.1,33.2,22.8,30.8,11.6,8.2,7.5
37331.0,26.1,37.4,13.1,39.4,15.7,13.5,10.7
70093.0,9.4,27.8,35.5,31.6,9.9,5.6,7.1
49972.0,11.0,42.1,10.8,40.0,14.7,11.7,9.1
49931.0,11.2,35.2,20.2,38.3,11.3,7.7,8.1
42494.0,19.5,35.4,20.6,32.3,13.9,9.3,8.9
40504.0,15.4,43.3,15.3,34.1,13.6,9.9,8.9
43445.0,16.6,32.0,22.8,35.1,13.2,9.9,9.4
57459.0,8.2,38.1,23.8,30.8,10.8,8.8,7.8
37233.0,26.1,43.1,11.4,33.9,16.8,13.0,11.8
51905.0,10.3,31.8,29.3,30.3,12.3,9.6,9.4
31419.0,31.8,40.5,9.3,39.9,17.4,11.3,9.5
48039.0,14.7,39.2,15.1,38.1,13.1,10.1,9.6
40179.0,25.4,34.6,17.1,38.7,14.9,9.8,8.8
75421.0,8.5,32.6,28.2,32.6,8.0,5.7,5.8
73500.0,8.3,30.5,28.6,37.2,11.1,8.7,6.9
34113.0,27.3,39.8,12.8,39.0,16.0,12.4,10.0
40798.0,14.1,40.7,17.5,36.3,16.1,13.1,13.0
55322.0,9.7,29.0,25.0,36.5,10.6,6.9,7.9
